term_str,n,max_pos
men,188,NNS
menace,5,NN
menaced,4,NN
menaces,5,NNS
menacing,2,VBG
mended,1,VBD
mending,3,NN
menever,1,NN
menhad,1,NN
meni,1,NN
menial,3,JJ
menials,2,NN
menmen,1,NNS
menot,1,JJ
mens,8,NN
mental,22,JJ
mentally,2,RB
mention,17,VB
mentioned,25,VBD
mentionedno,1,NN
mentioning,2,VBG
mentions,1,NNS
mentors,1,NNS
meon,1,VB
mercenary,1,JJ
merchant,11,NN
merchantman,1,NN
merchants,7,NN
merciful,4,JJ
mercifully,1,RB
merciless,6,NN
mercurial,1,JJ
mercy,9,NN
mere,49,JJ
merely,33,RB
merest,3,JJS
merged,2,VBN
meridian,2,NN
merit,9,NN
merited,2,VBD
meriting,1,VBG
merits,9,NNS
merrily,1,NN
merriment,5,NN
merrival,12,NNP
merry,6,JJ
mervyn,1,NNP
meshe,2,VB
meshes,1,NNS
mesole,1,NN
mess,2,VB
message,4,NN
messenger,8,NN
messengers,1,NNS
messing,2,VBG
met,63,VBD
metal,1,JJ
metals,2,NN
metamorphosed,1,JJ
metaphysical,3,JJ
metaphysics,2,NN
meteor,3,NN
meteoric,1,JJ
meteors,3,NNS
methe,4,NN
methinks,12,NNS
method,17,NN
methodical,2,JJ
methodicalafter,1,VB
methodist,2,NN
methodized,1,VBN
methods,4,NNS
methought,24,NN
metill,1,NN
metropolis,12,NN
mettle,1,NN
meweary,1,JJ
mewhy,1,NN
mexico,3,NNP
meyou,1,NNS
mezzera,1,VBD
miaow,1,NN
miaowed,2,VBD
miaowing,3,VBG
michaels,1,NNP
microcosm,1,NN
micrometer,1,NN
microscope,2,NN
microscopic,1,NN
mid,8,JJ
midday,6,NN
middle,25,NN
middling,1,NN
midmost,1,JJS
midnight,23,NN
midst,34,NN
midsummer,1,NNP
midway,2,RB
mien,11,NN
might,379,MD
mightier,4,JJR
mightiest,1,JJS
mightout,1,VBP
mighty,48,NN
migrants,1,NNS
migrated,1,VBD
migration,2,NN
milan,5,NNP
milanese,1,JJ
mild,20,JJ
mildew,2,VB
mildewed,1,VBD
mildly,4,JJ
mildness,7,NN
mile,10,NN
miles,29,NNS
military,15,JJ
militia,3,NN
militiabut,1,NN
milk,12,NN
mill,1,NN
millenary,1,NN
millennial,2,JJ
millennium,4,NNP
millie,10,NNP
million,3,CD
millions,2,NNS
milton,1,NNP
mime,1,NN
mimic,3,JJ
mimicking,2,VBG
mimickry,1,NN
minaret,1,NN
minarets,1,NNS
mind,246,NN
minded,8,VBD
mindevery,1,NN
mindless,1,JJR
minds,32,NNS
mine,75,NN
mineagain,1,NN
minecurse,1,NN
minei,1,NN
minemine,1,NN
mines,4,NNS
mineyet,1,JJ
mingle,8,VB
mingled,30,VBN
mingles,3,NNS
mingling,10,VBG
miniature,4,NN
minimize,1,VB
minion,1,NN
minister,5,NN
ministered,1,VBN
ministers,5,NNS
ministration,1,NN
minor,7,JJ
minories,1,NNP
minority,4,NN
minotaur,1,NNP
minute,33,NN
minutely,4,RB
minuteness,1,NN
minutes,38,NNS
minutest,2,JJS
minutiae,2,NN
miracle,2,NN
miracles,4,NN
miraculous,3,JJ
miraculously,3,RB
miranda,1,NNP
mirror,12,NN
mirrored,3,VBN
mirrors,1,NNS
mirrorshe,1,NN
mirth,5,NN
mirthful,2,NN
misanthropist,1,NN
misapplied,1,VBD
misbehaved,1,VBN
miscalculated,1,VBP
miscarriage,1,NN
miscellaneous,1,JJ
mischance,3,NN
mischances,1,NNS
mischief,14,NN
mischievous,1,JJ
misconception,1,NN
misconceptions,1,NNS
misconduct,2,NN
miscreant,1,NN
miscreants,1,NN
misdeed,2,NN
misdeeds,1,NNS
misdirect,1,VB
misdirected,2,VBD
miser,2,NN
miserable,103,JJ
miserablebe,1,JJ
miserably,5,RB
miseries,15,NNS
misery,129,NN
miseryi,1,NN
miserywithin,1,VB
misfortune,26,NN
misfortunes,21,NN
misguided,4,JJ
misled,1,VBN
misprints,1,NNS
miss,2,NNP
missed,7,VBD
misses,1,NNP
misshaped,1,VBD
missile,3,NN
missing,3,JJ
mission,2,NN
missionaries,1,NNS
missive,1,NN
mist,13,NN
mistake,9,NN
mistakeclara,1,VB
mistaken,10,VBN
mistakenhardly,1,RB
mistakes,2,NN
mistakesmy,1,NN
mistaking,2,VBG
mister,2,NN
mistook,1,VBZ
mistress,6,NN
mistrust,1,NN
mists,5,NNS
misty,8,JJ
misunderstood,1,RB
mithridates,1,NNP
mitigated,2,VBN
mix,1,VB
mixed,6,JJ
mixing,2,NN
mixture,7,NN
mixtures,1,NN
moan,4,NN
moaning,4,NN
moans,4,NNS
mob,1,NN
mock,9,VB
mocked,3,VBD
mockeries,1,NN
mockery,20,NN
mocking,3,VBG
mocks,1,NNS
mode,27,NN
model,5,NN
moderate,5,JJ
moderated,1,VBN
moderately,2,RB
moderation,2,NN
modern,14,JJ
modes,6,NNS
modest,3,JJ
modestly,1,RB
modesty,6,NN
modification,1,NN
modified,2,VBN
modify,3,VB
modulated,4,JJ
moistened,4,VBD
moisture,6,NN
mole,2,NN
molecular,1,JJ
molested,1,VBD
moment,235,NN
momentarily,2,RB
momentary,9,JJ
momentit,1,NN
momentous,2,JJ
moments,35,NNS
momentso,1,NN
monarch,13,NNP
monarchies,1,NNS
monarchs,2,NN
monarchy,2,NN
monday,4,NNP
mondayjoined,1,VBD
mondays,1,NNP
money,36,NN
moneyless,1,NN
moneys,1,NN
monger,1,NN
monk,1,NN
monologue,1,NN
monopolizing,1,NN
monosyllable,1,JJ
monotonous,13,JJ
monotony,2,NN
monster,35,NN
monsters,5,NNS
monstrosity,2,NN
monstrous,8,JJ
mont,14,NNP
montague,1,NNP
montalègre,1,NNP
montanvert,2,NNP
monte,1,NNP
month,36,NN
months,83,NNS
monthsi,1,NN
monthsto,1,NN
monthwhy,1,JJ
monti,1,NNP
monument,7,NN
monumental,1,JJ
monumento,1,NN
monuments,4,NNS
monumentthe,1,NN
mood,14,NN
moodily,3,NN
moodiness,1,NN
moods,4,NN
moody,1,NN
moon,44,NN
moonbeams,1,NNS
moonlight,4,NN
moonshine,2,NN
moonthe,1,NN
moor,2,VB
moored,1,VBN
moral,21,JJ
moralists,1,NNS
morality,1,NNP
moralized,1,NN
moralizing,1,VBG
morals,3,NNS
more,662,RBR
morea,2,NNP
morehe,1,JJ
morenever,1,NN
moreover,7,NNP
moritz,7,NNP
morn,2,NN
morning,121,NN
mornings,7,NN
morrow,30,VB
morrowor,1,NN
morrows,2,VB
morsels,1,NNS
mortal,39,JJ
mortali,1,NN
mortality,9,NN
mortally,1,JJ
mortals,2,NN
mortification,1,NN
mortifications,1,NNS
mortified,1,NN
mosaic,1,NN
moschuss,1,NNP
moslems,3,NNP
mosque,2,NN
mosques,2,NN
moss,1,NN
mossy,2,NN
most,249,RBS
mostly,3,RB
mother,142,NN
mothera,1,NN
motheragain,1,NN
motherbut,1,NN
motherhe,1,VBD
mothermother,1,NN
mothers,37,NN
motion,59,NN
motioned,2,VBD
motionless,18,NN
motionlessness,1,NN
motions,19,NNS
motive,8,NN
motives,17,NNS
motley,2,NN
mottled,1,VBD
mould,4,NN
moulded,5,VBN
moulder,1,NN
mouldered,1,VBD
mouldering,1,NN
moulders,1,VBZ
moulding,4,NN
mouldy,1,VBZ
mound,5,NN
mounds,3,NNS
mount,4,NN
mountain,49,NN
mountaineer,2,NN
mountaineers,1,VB
mountainous,2,JJ
mountains,70,NNS
mountainsthey,1,NN
mounted,11,VBD
mounting,1,NN
mounts,1,VBZ
mourn,6,VB
mourned,1,VBD
mourner,8,NN
mourners,6,NNS
mournersuch,1,JJ
mournful,11,JJ
mournfulhe,1,RB
mournfully,5,NN
mourning,14,NN
moustache,2,NN
mouth,44,NN
mouthed,4,VBD
mouthful,2,NN
mouthpiece,1,NN
mouths,4,NNS
move,50,VB
moveable,2,JJ
moved,45,VBD
moveddizziness,1,RB
moveless,3,NN
movement,18,NN
movements,15,NN
moves,3,VBZ
moving,43,VBG
mow,1,VB
mowed,1,VBN
mowers,1,NN
mowing,1,VBG
mozart,1,NNP
mozarts,1,NNP
mr,241,NNP
mrs,89,NNP
much,169,JJ
mud,3,NN
muddy,1,NN
mudies,1,NNP
muffled,12,JJ
muffler,4,NN
muffling,1,VBG
muhammad,1,NNP
muhammadan,1,NNP
mule,2,NN
multifarious,1,JJ
multiplication,1,NN
multiplicity,1,NN
multiplied,5,VBN
multiplies,1,VBZ
multiplying,2,VBG
multitude,30,NN
multitudeat,1,NN
multitudes,6,NNS
multitudinous,8,JJ
mumbled,2,VBD
mumbling,1,VBG
mummy,2,NN
mundum,1,NN
munificence,2,NN
murder,30,NN
murdered,25,VBN
murderer,29,NN
murderers,4,NN
murderess,1,NN
murdering,2,NN
murderous,9,JJ
murders,3,VB
murky,4,JJ
murmur,18,NN
murmured,5,VBD
murmuredthis,1,VBZ
murmuring,9,NN
murmurings,1,NNS
murmurs,4,NNS
muscle,4,NN
muscles,9,NNS
muscular,4,JJ
muse,1,VB
museum,2,NN
music,51,NN
musical,4,JJ
musician,2,NN
musicians,1,NN
musicthe,1,NNP
musing,5,VBG
musings,1,JJ
muskets,3,VBN
muslin,1,NN
must,433,MD
mustard,5,NN
muster,3,NN
mustered,3,VBD
mustering,3,VBG
musty,1,JJ
mutability,1,VB
mutable,2,JJ
mute,16,NN
mutehe,1,NN
mutilated,2,JJ
mutiny,3,NN
muttered,8,VBD
muttering,3,VBG
mutteringly,1,NN
mutual,11,JJ
mutually,1,RB
my,4151,PRP$
myof,1,FW
myriad,4,JJ
myriads,4,NNS
myrtle,6,NN
myself,353,PRP
myselffor,2,NN
myselfi,3,VB
myselfof,1,FW
myselfor,1,NN
myselfthree,1,VB
myselfwant,1,NN
mysteries,13,NNS
mysterious,14,JJ
mysteriously,1,NN
mystery,10,NN
mythological,1,NNP
mythology,1,NN
mêlée,1,NN
môle,1,NNP
n,2,NNP
naiad,1,NNP
naiads,1,NNP
nail,1,NN
nails,3,NN
naked,9,JJ
name,121,NN
named,11,VBN
namehe,1,NN
nameless,2,NN
names,28,NNS
naming,1,VBG
nape,1,NN
napkin,1,NN
naples,2,NNP
napoleon,1,NNP
napoleons,1,NNP
nar,2,NN
narcotics,1,NNS
nares,1,NN
narnsense,1,NN
narrate,2,VB
narrated,2,VBD
narration,10,NN
narrations,1,NNS
narrative,11,JJ
narrator,1,NN
narrow,22,JJ
narrowed,2,VBD
narrower,2,JJ
narrowly,2,RB
nart,1,RB
natal,1,JJ
nathelesse,1,NNP
nation,14,NN
national,7,JJ
nations,19,NNS
native,83,JJ
natives,5,NNS
natural,58,JJ
natural22,1,JJ
naturalist,1,NN
naturally,17,RB
nature,253,NN
natureand,1,JJ
natures,18,JJ
naught,1,RB
nauplii,1,JJ
nausea,1,JJ
nautical,1,JJ
naval,2,JJ
nave,2,NN
navies,2,NNS
navigation,2,NN
navigators,2,NNS
navigatorsthere,1,RB
navvies,2,NN
navvy,4,NN
nay,33,NNP
near,161,IN
neared,2,RB
nearer,23,RB
nearest,14,JJS
nearhe,1,VBN
nearly,57,RB
nearness,1,NN
nears,1,RB
nearthe,1,NN
neat,4,NN
neater,1,NN
necessaries,2,NNS
necessarily,4,RB
necessary,66,JJ
necessitated,1,RB
necessitates,2,VBZ
necessitating,1,VBG
necessities,1,JJ
necessitous,1,JJ
necessity,34,NN
neck,27,NN
necks,7,NNS
nectar,1,NN
need,40,VBP
needed,11,VBD
needful,1,JJ
needing,2,VBG
needle,3,JJ
needless,4,NN
needlessly,1,RB
needlework,1,NN
needs,12,VB
neer,1,RB
nefarious,1,JJ
neglect,20,NN
neglected,28,JJ
neglectful,2,IN
negligence,3,NN
negligently,1,RB
negotiation,1,NN
negro,1,JJ
neighbour,3,NN
neighbourhood,23,NN
neighbouring,11,NN
neighbours,9,NNS
neighings,1,NNS
neither,81,DT
neo,3,NNP
nerve,10,NN
nerved,2,VBD
nerveless,2,NN
nerves,20,NNS
nervous,17,JJ
nervously,5,RB
nervousness,1,JJ
ness,1,NN
nessus,1,NNP
nest,6,NN
nestled,2,VBN
nestling,2,NN
nests,2,NN
net,2,NN
nets,1,NNS
nettled,1,VBN
nettles,2,NN
network,3,NN
neutral,3,JJ
neutrality,1,NN
never,267,RB
neverfrom,1,IN
nevermark,1,NNP
nevernot,1,NN
nevertheless,11,RB
new,154,JJ
newfoundland,1,NNP
newly,3,RB
news,14,NN
newspaper,6,NN
newspapers,5,NN
newton,1,NNP
next,53,JJ
nicely,2,RB
nicer,1,JJ
niceties,1,NNS
niche,1,NN
niece,5,NN
nigh,3,JJ
night,268,NN
nightfall,5,DT
nightin,1,PDT
nightingale,4,NN
nightingales,1,NNS
nightingalesthere,1,JJ
nightly,9,RB
nightmare,2,NN
nights,25,NNS
nightshade,1,VBN
nightthe,1,JJ
nile,3,NNP
nine,9,CD
nineteenth,4,NN
ninety,2,CD
ninth,3,JJ
nip,1,VB
nipped,1,JJ
nipping,4,NN
nipt,1,VBN
no,848,DT
nobility,13,NN
noble,55,JJ
noblebut,1,JJ
nobleman,4,NN
nobler,2,NN
nobles,8,NNS
noblest,3,JJS
nobly,1,RB
nobody,4,NN
nocturnal,1,JJ
nod,1,NN
nodded,3,VBD
nodont,1,NNP
noise,14,NN
noiseless,3,JJ
noiselessly,6,RB
noises,1,NNS
noisily,4,RB
noisome,1,JJ
noisy,14,JJ
nominate,2,VB
nominated,1,VBN
nomination,2,NN
nominators,1,JJ
non,7,JJ
none,76,NN
nonea,1,JJ
nonome,1,NNP
nonsense,11,NN
nonsenseperhaps,1,NNS
nook,12,NN
noon,27,NN
noontide,1,NN
nor,250,CC
north,42,NN
northeast,2,NN
northerly,1,RB
northern,19,JJ
northof,1,JJ
northward,27,NNP
northwards,2,IN
norway,1,NNP
norwich,1,NNP
nose,15,NN
noseit,1,NN
noses,2,NN
nosesdummy,1,JJ
not,2012,RB
nota,1,JJ
notably,1,RB
notched,1,VBN
note,17,NN
noted,7,VBD
notes,11,NNS
nothalf,1,NN
nothin,1,VBP
nothing,161,NN
nothingness,7,NN
nothingscratch,1,NN
notice,24,NN
noticed,17,VBD
noticing,1,JJ
noting,1,NN
notion,5,NN
notions,1,NN
notit,1,RB
notshe,1,VBN
notsoon,1,IN
nottheir,1,RB
notwhen,1,IN
notwithstanding,19,VBG
nought,4,NN
nourish,2,VB
nourished,6,VBN
nourishment,5,NN
novel,7,JJ
novelties,2,NN
novelty,1,NN
november,11,NNP
now,768,RB
nowa,1,JJ
nowadays,1,VBP
nowand,1,RB
nowfurious,1,NNS
nowhere,1,RB
nownone,1,NN
nowshut,1,IN
nowsilence,1,RB
nowsoft,1,NNP
nowthey,1,MD
nowyou,1,VBP
noxious,1,JJ
noyet,1,RB
nugent,2,NNP
nuisance,3,NN
numa,1,NNP
numb,1,NN
number,60,NN
numbered,6,VBN
numberentered,1,VBN
numberless,1,JJ
numbers,44,NNS
numbing,1,VBG
numerous,19,JJ
nuptial,1,JJ
nurse,23,NN
nursed,10,VBN
nurses,4,NNS
nursing,6,VBG
nursling,4,NN
nurslings,3,NNS
nurture,1,NN
nurtured,3,VBN
nuthin,1,RB
nutriment,1,NN
nuts,2,NN
nymph,1,NNS
o,73,NNP
oak,7,NN
oaks,5,NNS
oar,8,NN
oars,5,NN
oaten,1,JJ
oath,4,NN
oaths,2,NN
oatmeal,1,NN
ob,1,RB
obdurate,2,NN
obedience,23,NN
obedient,4,JJ
obelisk,1,NN
obey,11,VB
obeyed,15,VBD
obeying,4,VBG
object,79,NN
objected,3,VBN
objectfinally,1,RB
objection,8,NN
objections,3,IN
objects,43,NNS
objectsi,1,NN
objecttill,1,RP
obligation,3,NN
oblige,4,VB
obliged,37,VBN
obliquely,2,RB
obliquity,1,NN
obliterate,3,VB
obliterated,4,VBN
oblivion,7,NN
oblivious,4,JJ
oblong,2,NN
oblongs,1,NNS
obnoxious,1,JJ
obscure,24,JJ
obscured,7,VBD
obscurely,2,RB
obscurity,9,NN
obsequie,1,NN
obsequies,1,NNS
observable,2,JJ
observance,1,NN
observant,1,JJ
observation,12,NN
observations,5,NNS
observe,23,VB
observed,47,VBD
observer,2,NN
observing,8,VBG
obsolete,3,JJ
obstacle,8,NN
obstacles,9,NNS
obstinacy,1,NN
obstinate,4,JJ
obstinately,3,RB
obstructed,3,VBD
obstruction,2,NN
obstructions,2,NNS
obtain,19,VB
obtained,22,VBN
obtaining,6,VBG
obtuseness,1,NN
obviate,2,VB
obviated,1,VBD
obvious,16,JJ
obviously,4,RB
occasion,29,NN
occasional,10,JJ
occasionally,7,RB
occasioned,33,VBN
occasions,5,NNS
occult,1,NN
occulted,1,VBN
occupation,23,NN
occupations,25,NNS
occupied,64,VBN
occupy,8,VB
occur,10,VB
occured,1,VBN
occurred,29,VBD
occurredan,1,RB
occurrence,10,NN
occurrences,14,NNS
ocean,58,NN
oceannow,1,JJ
oceans,5,NN
oceanthe,1,JJ
oceanto,1,NN
oclock,23,NN
octavius,1,NNP
october,10,NNP
octogon,1,NN
ocular,1,JJ
odd,11,JJ
oddly,1,RB
odious,4,JJ
odorous,2,JJ
odour,4,NN
odours,1,NN
oerworn,1,VBD
of,12461,IN
ofand,1,VBP
ofevening,1,VBG
off,137,RP
offals,1,NNS
offcasts,1,NNS
offence,4,NN
offend,1,VBP
offended,3,VBN
offending,1,NN
offensive,2,NN
offer,15,NN
offered,12,VBN
offering,7,VBG
offerings,1,NNS
offers,6,NNS
offhappier,1,JJR
office,21,NN
officer,3,NN
officers,10,NNS
offices,7,NNS
officially,1,RB
officials,2,NNS
officiated,1,VBN
officious,1,NN
offquietly,1,RB
offspring,33,NN
offspringthe,1,NN
offthe,1,JJ
ofhad,1,VBD
ofhead,1,JJ
oft,5,JJ
often,124,RB
oftener,1,NN
oftentimes,1,VBZ
ognor,1,MD
ogre,1,NN
oh,48,NN
ohdisillusionment,1,NN
oil,7,NN
old,179,JJ
olden,2,JJ
older,7,JJR
oldthat,1,IN
olive,3,JJ
oliver,1,NNP
olives,1,NN
olympus,1,NNP
oman,1,NNP
omega,1,NNP
omen,5,NN
omens,2,NNS
ominous,8,JJ
omission,1,NN
omissions,1,NN
omit,3,VB
omitted,5,VBN
omitting,2,VBG
omnipotence,1,VB
omnipotenceand,1,NNP
omnipotent,10,JJ
omnipresence,1,NN
omniscience,1,NN
omnium,1,NN
omniums,2,NNP
omnividence,4,NN
on,1988,IN
onbolted,1,NN
onbust,2,IN
once,213,RB
oncebetter,1,JJ
one,968,CD
oneat,1,NN
ones,38,NNS
oneself,3,PRP
only,472,RB
onset,3,IN
onward,7,NN
onwards,8,NNS
ooze,3,NN
oozy,3,JJ
opaque,8,JJ
open,142,JJ
opena,1,NN
opened,76,VBD
openedhe,1,VBN
opening,23,NN
openings,1,NNS
openly,2,RB
openmoney,1,NN
opens,2,VBZ
opera,1,NN
operas,1,NNP
operate,1,VB
operated,2,VBD
operation,7,NN
operations,10,NNS
operator,1,NN
opiate,10,NN
opinion,18,NN
opinions,8,NNS
opium,1,NN
opponent,2,NN
opponents,1,NN
opportunely,1,RB
opportunities,4,NNS
opportunity,19,NN
oppose,6,VB
opposed,9,VBD
opposing,11,VBG
opposite,24,JJ
opposition,13,NN
oppressed,16,VBN
oppresses,1,VBZ
oppression,4,NN
oppressive,5,JJ
oppressors,2,NNS
opprobrious,2,JJ
opprobrium,1,NN
opration,1,NN
oprationhe,1,NN
optical,2,JJ
optimism,1,NN
opulence,2,NN
or,929,CC
oracle,1,MD
oracular,2,JJ
oral,2,JJ
orange,6,NN
orator,1,NN
orb,8,NN
orbs,3,NN
orchard,1,NN
ordained,2,VBD
ordains,2,VBZ
order,65,NN
ordered,10,VBD
ordering,2,VBG
orderly,2,JJ
orders,18,NNS
orderthis,1,NNS
ordinance,1,NN
ordinary,23,JJ
organ,5,NN
organic,1,JJ
organising,2,VBG
organism,1,NN
organisms,1,NN
organization,4,NN
organized,3,VBN
organs,5,NNS
orient,1,NN
oriental,3,JJ
orientalists,1,NN
origin,9,NN
original,10,JJ
originality,1,NN
originally,1,RB
originate,1,VB
originated,1,VBN
originates,1,VBZ
orisons,2,NN
orkney,1,NNP
orkneys,1,NNP
ornament,6,NN
ornamental,2,JJ
ornamented,2,JJ
ornaments,4,NNS
orphan,17,NN
orphans,2,NN
ostentatiously,1,JJ
ostria,1,NN
othello,1,NNP
other,355,JJ
others,103,NNS
othersnot,1,NN
otherwise,18,RB
otro,1,VBZ
ottoman,2,NN
ought,42,MD
our,1145,PRP$
ours,8,IN
ourselves,50,PRP
ourselvessuch,1,PDT
out,427,RP
outbreak,1,NN
outbreaks,2,NNS
outburst,1,NN
outcast,6,NN
outcasts,1,JJ
outdoor,1,NN
outer,2,NN
outfit,2,NN
outhouse,1,NN
outlasted,1,VBN
outline,8,NN
outlines,1,NN
outlive,1,VB
outlived,2,VBN
outlook,1,NN
outnumbered,1,VBD
outraged,1,VBN
outrages,1,NNS
outside,33,IN
outsiders,1,NNS
outsides,1,NN
outskirts,2,NNS
outspeeded,1,VBD
outspoken,1,VB
outstretched,5,JJ
outstripping,1,VBG
outstript,1,VBN
outward,12,JJ
outwardly,1,RB
oval,3,JJ
over,404,IN
overbearing,1,JJ
overboard,2,RB
overcame,8,NN
overcast,1,IN
overcharged,1,VBN
overcoat,2,NN
overcome,31,VBN
overcoming,1,VBG
overflow,1,NN
overflowed,5,VBN
overflowing,12,VBG
overflowings,2,NNS
overgrown,2,IN
overgrowth,1,IN
overhanging,2,VBG
overhangs,2,VBZ
overhead,2,RB
overheard,3,RB
overhung,3,VBP
overinformed,1,VBN
overjoyed,2,VBN
overland,1,NN
overleaps,1,JJ
overloaded,1,VBD
overlook,2,VB
overlooked,5,VBD
overlooking,2,VBG
overlooks,1,VBZ
overnight,1,VBP
overplus,1,NN
overpower,2,VB
overpowered,3,VBN
overpowering,4,VBG
overripe,1,NN
oversetting,1,NN
overshadowed,3,VBN
overspread,1,VBN
overstep,1,VB
overstrained,1,VBD
overtake,2,VB
overtaken,1,JJ
overtaxed,1,VBN
overthese,1,JJ
overthrew,2,IN
overthrow,3,NN
overthrowing,1,NN
overthrown,4,VBN
overtook,1,VBD
overtopping,1,NN
overturning,1,VBG
overweigh,1,VB
overwhelm,4,VB
overwhelmed,8,VBN
overwhelming,9,JJ
overwork,1,VB
overwould,1,MD
ow,3,NN
owdacious,1,JJ
owe,8,VBP
owed,6,VBD
owes,1,VBZ
owest,1,JJS
owing,2,VBG
owl,1,NN
owls,2,NN
own,362,JJ
owned,2,VBD
owner,1,NN
owning,1,VBG
ox,4,NN
oxen,4,NN
oxford,8,NNP
oxydracae,1,NNP
oy,1,NN
p,1,NN
pace,15,NN
paced,5,VBD
paces,1,NNS
pacific,3,NNP
pacify,2,VB
pacing,11,VBG
pack,2,VB
packed,4,VBN
packet,3,NN
packing,3,VBG
packs,2,NNS
pad,7,NN
pada,1,VBP
padded,1,JJ
paddling,1,NN
page,10,NN
pageant,1,NN
pageantry,3,NN
pages,13,NNS
paid,14,VBD
pail,3,NN
pails,2,VBP
pain,80,NN
pained,2,VB
painful,65,JJ
painfulbut,1,JJ
painfully,10,RB
paining,1,VBG
painless,1,NN
painlessly,1,RB
pains,12,NNS
painstill,1,NN
paint,10,NN
painted,26,VBN
painter,1,NN
painters,3,NN
painthe,1,NN
painting,10,NN
paintings,3,VB
paints,2,VBZ
pair,10,NN
pairs,1,NNS
palace,35,NN
palaceand,1,NNP
palaces,18,NNS
palacesour,1,JJ
palaeolithic,1,NN
palanquins,1,NNS
palatable,1,JJ
palatine,1,NNP
pale,44,JJ
paled,4,VBD
paleness,2,NN
paler,5,NN
palethe,1,JJ
palingi,1,NN
palings,3,NN
pall,2,NN
palled,2,VBN
pallet,2,NN
palli,2,NNP
pallid,7,JJ
pallor,1,NN
palm,3,NN
palmed,1,VBN
palms,1,NN
palmyra,1,NNP
palpable,6,JJ
palpitate,1,VB
palpitated,1,VBN
palpitates,2,NN
palpitation,1,NN
palpitations,1,NN
pals,1,NN
palsied,5,VBD
palsit,1,JJ
palsying,1,NN
paltry,3,NN
paltryness,1,NN
paly,1,JJ
pampered,1,VBD
panacea,1,NN
pandora,1,NNP
pandæmonium,1,NN
pane,1,NN
panegyric,1,JJ
panel,1,NN
panels,1,NNS
panes,3,NN
pang,14,NN
pangs,10,NNS
panic,17,NN
pannels,1,NNS
panorama,2,NN
pans,1,NN
pansy,1,NN
panted,2,VBD
panting,11,NN
pantocyclus,3,NNP
pantomime,1,NN
pantomimic,1,JJ
pantry,1,NN
pants,4,NN
papa,4,NN
paper,43,NN
paperagain,1,NN
paperbehold,1,VBZ
papers,17,NNS
paracelsus,4,NNP
parade,1,NN
paradisaical,1,JJ
paradise,21,NNP
paradisea,1,JJ
paradisiacal,2,JJ
paradox,2,NN
paradoxes,1,NNS
paragon,2,NN
paragraph,1,NN
parallel,8,RB
parallelogram,3,NN
paralysed,1,NN
paralyzed,2,VBN
paralyzing,1,JJ
paramount,8,NN
paraphernalia,1,NN
parasite,1,JJ
parcel,2,NN
parcels,2,NNS
parched,6,VBN
parching,2,VB
pardon,24,VB
pardoning,1,VBG
pardonno,1,NN
pareamo,1,NNP
parent,23,NN
parental,3,JJ
parents,32,NN
paris,39,NNP
park,22,NN
parks,3,NN
parley,1,IN
parleying,1,VBG
parliament,13,NN
parliamentary,2,JJ
parlour,36,NN
parnassus,2,NNP
paroxysm,3,NN
paroxysms,1,NNS
parsimoniously,1,NNS
parsimony,1,NN
part,213,NN
partake,6,VB
partaken,1,VBN
parte,1,NN
parted,7,VBD
parterres,1,NNS
parthian,1,JJ
partial,1,JJ
partiality,2,NN
partially,3,RB
participate,4,VB
participated,2,VBD
participates,1,VBZ
participation,2,NN
particle,5,NN
particles,1,NNS
particular,12,JJ
particularfor,1,NN
particularly,14,RB
particulars,5,NNS
parties,12,NNS
parting,4,VBG
partisans,1,NNS
partizan,1,NN
partizans,6,NN
partly,19,RB
partner,9,NN
partners,3,NNS
partook,2,NN
partridges,2,NNS
parts,29,NNS
party,46,NN
pass,55,VB
passably,1,RB
passage,39,NN
passages,3,NNS
passed,201,VBD
passedcenturies,1,NN
passenger,2,NN
passengers,3,NNS
passer,1,NN
passers,3,NNS
passes,6,VBZ
passing,40,VBG
passion,59,NN
passionate,22,NN
passionately,9,RB
passionremembering,1,NN
passions,36,NNS
passive,2,JJ
passo,1,NN
passport,1,NN
passports,1,NNS
past,90,JJ
pasteboard,2,NN
pastime,5,NN
pastimes,2,NN
pastoral,1,JJ
pastthe,1,NN
pasture,2,NN
pastures,2,NN
patch,3,NN
patched,2,VBN
patches,5,NN
patchy,1,JJ
patent,5,NN
paternal,2,JJ
paternity,1,NN
path,63,NN
pathetic,3,JJ
pathetically,1,RB
pathin,1,NN
pathless,5,NN
paths,17,NNS
pathsbut,1,NN
pathway,4,NN
pathways,1,NNS
patience,24,NN
patient,14,NN
patiently,2,RB
patois,1,NNP
patriarch,2,NN
patriarchal,3,JJ
patrician,2,JJ
patriot,2,NN
patriotic,6,JJ
patriotism,2,NN
patriots,2,NN
patrons,1,NNPS
patted,1,VBD
patter,1,NN
pattered,2,VBD
pattering,7,VBG
pauls,2,NNP
paupers,2,NN
pause,21,NN
paused,36,VBD
pauseduring,1,VBG
pauseless,1,NN
pauses,1,NNS
pausing,4,VBG
paved,2,VBN
pavement,17,NN
pavementa,1,NN
pavilion,1,NN
pay,9,VB
paying,1,VBG
payment,1,NN
pays,2,NN
pe,1,JJ
peace,69,NN
peaceable,1,JJ
peaceably,1,RB
peaceful,10,JJ
peak,2,NN
peaked,2,VBD
peaks,3,NNS
peal,5,NN
pearl,2,NN
pearls,1,NN
pearly,2,JJ
peasant,16,NN
peasantry,5,NN
peasants,9,NNS
